seasoncollected,yearcollected,waterbody,scientificname,phylum
summer,1992,Mediterranean sea,Loripinus fragilis,Mollusca
summer,1992,Mediterranean sea,Moerella distorta,Mollusca
summer,1992,Mediterranean sea,Omalogyra atomus,Mollusca
summer,1992,Mediterranean sea,Omalogyra atomus,Mollusca
summer,1992,Mediterranean sea,Pinctada imbricata radiata,Mollusca
summer,1992,Mediterranean sea,Pinctada imbricata radiata,Mollusca
summer,1992,Mediterranean sea,Pusillina lineolata,Mollusca
summer,1992,Mediterranean sea,Rissoa oblonga,Mollusca
summer,1992,Mediterranean sea,Rissoa similis,Mollusca
summer,1992,Mediterranean sea,Rissoa similis,Mollusca
summer,1992,Mediterranean sea,Abra nitida,Mollusca
summer,1992,Mediterranean sea,Parthenina juliae,Mollusca
summer,1992,Mediterranean sea,Bela brachystoma,Mollusca
summer,1992,Mediterranean sea,Melanella lubrica,Mollusca
summer,1992,Mediterranean sea,Ostrea stentina,Mollusca
summer,1992,Mediterranean sea,Ostrea stentina,Mollusca
summer,1992,Mediterranean sea,Alvania subcrenulata,Mollusca
summer,1992,Mediterranean sea,Alvania subcrenulata,Mollusca
summer,1992,Mediterranean sea,Crisilla semistriata,Mollusca
summer,1992,Mediterranean sea,Crisilla semistriata,Mollusca
summer,1992,Mediterranean sea,Azorinus chamasolen,Mollusca
summer,1992,Mediterranean sea,Tricolia miniata,Mollusca
summer,1992,Mediterranean sea,Tricolia miniata,Mollusca
summer,1992,Mediterranean sea,Chamelea gallina,Mollusca
summer,1992,Mediterranean sea,Chamelea gallina,Mollusca
summer,1992,Mediterranean sea,Volvarina mitrella,Mollusca
summer,1992,Mediterranean sea,Hexaplex trunculus,Mollusca
summer,1992,Mediterranean sea,Hexaplex trunculus,Mollusca
summer,1992,Mediterranean sea,Mangelia attenuata,Mollusca
summer,1992,Mediterranean sea,Donax venustus,Mollusca
summer,1992,Mediterranean sea,Cerithium scabridum,Mollusca
summer,1992,Mediterranean sea,Cerithium scabridum,Mollusca
summer,1992,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
summer,1992,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
summer,1992,Mediterranean sea,Nuculana pella,Mollusca
summer,1992,Mediterranean sea,Kurtiella bidentata,Mollusca
summer,1992,Mediterranean sea,Ringicula conformis,Mollusca
summer,1992,Mediterranean sea,Loripes lucinalis,Mollusca
summer,1992,Mediterranean sea,Gibbula leucophaea,Mollusca
summer,1992,Mediterranean sea,Volvulella acuminata,Mollusca
summer,1992,Mediterranean sea,Alvania geryonia,Mollusca
summer,1992,Mediterranean sea,Manzonia crassa,Mollusca
summer,1992,Mediterranean sea,Manzonia crassa,Mollusca
summer,1992,Mediterranean sea,Rissoa auriscalpium,Mollusca
summer,1992,Mediterranean sea,Tricolia pullus,Mollusca
summer,1992,Mediterranean sea,Vermetus granulatus,Mollusca
summer,1992,Mediterranean sea,Vermetus granulatus,Mollusca
summer,1992,Mediterranean sea,Modiolus barbatus,Mollusca
summer,1992,Mediterranean sea,Modiolus barbatus,Mollusca
summer,1992,Mediterranean sea,Mytilaster minimus,Mollusca
summer,1992,Mediterranean sea,Mytilaster minimus,Mollusca
summer,1992,Mediterranean sea,Euspira intricata,Mollusca
summer,1992,Mediterranean sea,Aequipecten opercularis,Mollusca
summer,1992,Mediterranean sea,Polycerella emertoni,Mollusca
summer,1992,Mediterranean sea,Polycerella emertoni,Mollusca
summer,1992,Mediterranean sea,Noemiamea dolioliformis,Mollusca
summer,1992,Mediterranean sea,Noemiamea dolioliformis,Mollusca
summer,1992,Mediterranean sea,Gibberula miliaria,Mollusca
summer,1992,Mediterranean sea,Gibberula miliaria,Mollusca
summer,1992,Mediterranean sea,Melanella praecurta,Mollusca
summer,1992,Mediterranean sea,Melanella praecurta,Mollusca
summer,1992,Mediterranean sea,Hiatella arctica,Mollusca
summer,1992,Mediterranean sea,Turbonilla gradata,Mollusca
summer,1992,Mediterranean sea,Turbonilla gradata,Mollusca
summer,1992,Mediterranean sea,Pusillina philippi,Mollusca
summer,1992,Mediterranean sea,Pusillina philippi,Mollusca
summer,1992,Mediterranean sea,Gibberula philippii,Mollusca
summer,1992,Mediterranean sea,Donax semistriatus,Mollusca
summer,1992,Mediterranean sea,Diodora graeca,Mollusca
summer,1992,Mediterranean sea,Diodora graeca,Mollusca
summer,1992,Mediterranean sea,Haminoea orbignyana,Mollusca
summer,1992,Mediterranean sea,Haminoea orbignyana,Mollusca
summer,1992,Mediterranean sea,Ocenebra erinaceus,Mollusca
summer,1992,Mediterranean sea,Ocenebra erinaceus,Mollusca
summer,1992,Mediterranean sea,Musculus costulatus,Mollusca
summer,1992,Mediterranean sea,Musculus costulatus,Mollusca
summer,1992,Mediterranean sea,Nucula nitidosa,Mollusca
summer,1992,Mediterranean sea,Ammonicera fischeriana,Mollusca
summer,1992,Mediterranean sea,Ammonicera fischeriana,Mollusca
summer,1992,Mediterranean sea,Phaxas pellucidus,Mollusca
summer,1992,Mediterranean sea,Phaxas pellucidus,Mollusca
summer,1992,Mediterranean sea,Bulla striata,Mollusca
summer,1992,Mediterranean sea,Bulla striata,Mollusca
summer,1992,Mediterranean sea,Parvicardium exiguum,Mollusca
summer,1992,Mediterranean sea,Parvicardium exiguum,Mollusca
summer,1992,Mediterranean sea,Antalis vulgaris,Mollusca
summer,1992,Mediterranean sea,Megastomia conoidea,Mollusca
summer,1992,Mediterranean sea,Megastomia conoidea,Mollusca
summer,1992,Mediterranean sea,Mimachlamys varia,Mollusca
summer,1992,Mediterranean sea,Mimachlamys varia,Mollusca
summer,1992,Mediterranean sea,Corbula gibba,Mollusca
summer,1992,Mediterranean sea,Polititapes aureus,Mollusca
summer,1992,Mediterranean sea,Polititapes aureus,Mollusca
summer,1992,Mediterranean sea,Osilinus articulatus,Mollusca
summer,1992,Mediterranean sea,Osilinus articulatus,Mollusca
summer,1992,Mediterranean sea,Arcuatula senhousia,Mollusca
summer,1992,Mediterranean sea,Arcuatula senhousia,Mollusca
summer,1992,Mediterranean sea,Pyrgiscus crenatus,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Nassarius incrassatus,Mollusca
summer,1992,Mediterranean sea,Nassarius corniculum,Mollusca
summer,1992,Mediterranean sea,Nassarius corniculum,Mollusca
summer,1992,Mediterranean sea,Nassarius pygmaeus,Mollusca
summer,1992,Mediterranean sea,Tellina pulchella,Mollusca
summer,1992,Mediterranean sea,Pollia dorbignyi,Mollusca
winter,1994,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,1994,Mediterranean sea,Alvania discors,Mollusca
winter,1994,Mediterranean sea,Rissoa parva,Mollusca
winter,1994,Mediterranean sea,Conus mediterraneus,Mollusca
winter,1994,Mediterranean sea,Rissoella diaphana,Mollusca
winter,1994,Mediterranean sea,Jujubinus gravinae,Mollusca
winter,1994,Mediterranean sea,Chauvetia submamillata,Mollusca
winter,1994,Mediterranean sea,Marshallora adversa,Mollusca
winter,1994,Mediterranean sea,Jujubinus striatus,Mollusca
winter,1994,Mediterranean sea,Mitrella scripta,Mollusca
winter,1994,Mediterranean sea,Musculus discors,Mollusca
winter,1994,Mediterranean sea,Alvania cancellata,Mollusca
winter,1994,Mediterranean sea,Elysia viridis,Mollusca
winter,1994,Mediterranean sea,Alvania beniamina,Mollusca
winter,1994,Mediterranean sea,Rissoa variabilis,Mollusca
winter,1994,Mediterranean sea,Megalomphalus azoneus,Mollusca
winter,1994,Mediterranean sea,Bittium latreillii,Mollusca
winter,1994,Mediterranean sea,Bittium reticulatum,Mollusca
winter,1994,Mediterranean sea,Eatonina fulgida,Mollusca
winter,1994,Mediterranean sea,Gibbula ardens,Mollusca
winter,1994,Mediterranean sea,Chrysallida doliolum,Mollusca
winter,1994,Mediterranean sea,Haminoea hydatis,Mollusca
winter,1994,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1994,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1994,Mediterranean sea,Alvania mamillata,Mollusca
winter,1994,Mediterranean sea,Aplysia fasciata,Mollusca
winter,1994,Mediterranean sea,Granulina clandestina,Mollusca
winter,1994,Mediterranean sea,Vexillum tricolor,Mollusca
winter,1994,Mediterranean sea,Alvania lineata,Mollusca
winter,1994,Mediterranean sea,Sinezona cingulata,Mollusca
winter,1994,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,1994,Mediterranean sea,Ammonicera fischeriana,Mollusca
winter,1994,Mediterranean sea,Auristomia erjaveciana,Mollusca
winter,1994,Mediterranean sea,Clanculus jussieui,Mollusca
winter,1994,Mediterranean sea,Musculus costulatus,Mollusca
winter,1994,Mediterranean sea,Vexillum savignyi,Mollusca
winter,1994,Mediterranean sea,Gibberula miliaria,Mollusca
winter,1994,Mediterranean sea,Rissoa auriscalpium,Mollusca
winter,1994,Mediterranean sea,Setia ambigua,Mollusca
winter,1994,Mediterranean sea,Tricolia pullus,Mollusca
winter,1994,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
winter,1994,Mediterranean sea,Alvania scabra,Mollusca
winter,1994,Mediterranean sea,Rissoa guerinii,Mollusca
winter,1994,Mediterranean sea,Nodulus contortus,Mollusca
winter,1994,Mediterranean sea,Barleeia unifasciata,Mollusca
winter,1994,Mediterranean sea,Chauvetia brunnea,Mollusca
winter,1994,Mediterranean sea,Pollia scabra,Mollusca
winter,1994,Mediterranean sea,Rissoa similis,Mollusca
winter,1994,Mediterranean sea,Cerithiopsis minima,Mollusca
winter,1994,Mediterranean sea,Pisinna glabrata,Mollusca
winter,1994,Mediterranean sea,Columbella rustica,Mollusca
winter,1994,Mediterranean sea,Tricolia tenuis,Mollusca
winter,1994,Mediterranean sea,Muricopsis cristata,Mollusca
winter,1994,Mediterranean sea,Rissoa scurra,Mollusca
winter,1990,Mediterranean sea,Chiton olivaceus,Mollusca
winter,1990,Mediterranean sea,Chiton olivaceus,Mollusca
winter,1990,Mediterranean sea,Alvania cimex,Mollusca
winter,1990,Mediterranean sea,Alvania cimex,Mollusca
winter,1990,Mediterranean sea,Alvania scabra,Mollusca
winter,1990,Mediterranean sea,Alvania scabra,Mollusca
winter,1990,Mediterranean sea,Rissoa guerinii,Mollusca
winter,1990,Mediterranean sea,Rissoa guerinii,Mollusca
winter,1990,Mediterranean sea,Cerithium,Mollusca
winter,1990,Mediterranean sea,Cerithium,Mollusca
winter,1990,Mediterranean sea,Runcina,Mollusca
winter,1990,Mediterranean sea,Runcina,Mollusca
winter,1990,Mediterranean sea,Nodulus contortus,Mollusca
winter,1990,Mediterranean sea,Nodulus contortus,Mollusca
winter,1990,Mediterranean sea,Barleeia unifasciata,Mollusca
winter,1990,Mediterranean sea,Barleeia unifasciata,Mollusca
winter,1990,Mediterranean sea,Rissoa similis,Mollusca
winter,1990,Mediterranean sea,Rissoa similis,Mollusca
winter,1990,Mediterranean sea,Tricolia tenuis,Mollusca
winter,1990,Mediterranean sea,Tricolia tenuis,Mollusca
winter,1990,Mediterranean sea,Rissoa scurra,Mollusca
winter,1990,Mediterranean sea,Rissoa scurra,Mollusca
winter,1990,Mediterranean sea,Pisinna glabrata,Mollusca
winter,1990,Mediterranean sea,Pisinna glabrata,Mollusca
winter,1990,Mediterranean sea,Cerithium rupestre,Mollusca
winter,1990,Mediterranean sea,Cerithium rupestre,Mollusca
winter,1990,Mediterranean sea,Columbella rustica,Mollusca
winter,1990,Mediterranean sea,Columbella rustica,Mollusca
winter,1990,Mediterranean sea,Muricopsis cristata,Mollusca
winter,1990,Mediterranean sea,Muricopsis cristata,Mollusca
winter,1990,Mediterranean sea,Dendropoma petraeum,Mollusca
winter,1990,Mediterranean sea,Dendropoma petraeum,Mollusca
winter,1990,Mediterranean sea,Musculus costulatus,Mollusca
winter,1990,Mediterranean sea,Alvania lineata,Mollusca
winter,1990,Mediterranean sea,Alvania lineata,Mollusca
winter,1990,Mediterranean sea,Sinezona cingulata,Mollusca
winter,1990,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,1990,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,1990,Mediterranean sea,Musculus costulatus,Mollusca
winter,1990,Mediterranean sea,Striarca lactea,Mollusca
winter,1990,Mediterranean sea,Sinezona cingulata,Mollusca
winter,1990,Mediterranean sea,Setia ambigua,Mollusca
winter,1990,Mediterranean sea,Setia ambigua,Mollusca
winter,1990,Mediterranean sea,Coralliophila meyendorffii,Mollusca
winter,1990,Mediterranean sea,Coralliophila meyendorffii,Mollusca
winter,1990,Mediterranean sea,Pisania striata,Mollusca
winter,1990,Mediterranean sea,Pisania striata,Mollusca
winter,1990,Mediterranean sea,Gibberula miliaria,Mollusca
winter,1990,Mediterranean sea,Gibberula miliaria,Mollusca
winter,1990,Mediterranean sea,Vexillum savignyi,Mollusca
winter,1990,Mediterranean sea,Vexillum savignyi,Mollusca
winter,1990,Mediterranean sea,Mitra cornicula,Mollusca
winter,1990,Mediterranean sea,Lepidochitona (Lepidochitona) caprearum,Mollusca
winter,1990,Mediterranean sea,Lepidochitona (Lepidochitona) caprearum,Mollusca
winter,1990,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,1990,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,1990,Mediterranean sea,Fissurella nubecula,Mollusca
winter,1990,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,1990,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,1990,Mediterranean sea,Conus mediterraneus,Mollusca
winter,1990,Mediterranean sea,Conus mediterraneus,Mollusca
winter,1990,Mediterranean sea,Chauvetia submamillata,Mollusca
winter,1990,Mediterranean sea,Chauvetia submamillata,Mollusca
winter,1990,Mediterranean sea,Jujubinus gravinae,Mollusca
winter,1990,Mediterranean sea,Jujubinus gravinae,Mollusca
winter,1990,Mediterranean sea,Alvania cancellata,Mollusca
winter,1990,Mediterranean sea,Musculus discors,Mollusca
winter,1990,Mediterranean sea,Alvania cancellata,Mollusca
winter,1990,Mediterranean sea,Pusillina radiata,Mollusca
winter,1990,Mediterranean sea,Marshallora adversa,Mollusca
winter,1990,Mediterranean sea,Marshallora adversa,Mollusca
winter,1990,Mediterranean sea,Clanculus cruciatus,Mollusca
winter,1990,Mediterranean sea,Clanculus cruciatus,Mollusca
winter,1990,Mediterranean sea,Acanthochitona crinita,Mollusca
winter,1990,Mediterranean sea,Acanthochitona crinita,Mollusca
winter,1990,Mediterranean sea,Musculus discors,Mollusca
winter,1990,Mediterranean sea,Nassarius cuvierii,Mollusca
winter,1990,Mediterranean sea,Nassarius cuvierii,Mollusca
winter,1990,Mediterranean sea,Alvania beniamina,Mollusca
winter,1990,Mediterranean sea,Alvania beniamina,Mollusca
winter,1990,Mediterranean sea,Rissoa variabilis,Mollusca
winter,1990,Mediterranean sea,Rissoa variabilis,Mollusca
winter,1990,Mediterranean sea,Cardita calyculata,Mollusca
winter,1990,Mediterranean sea,Cardita calyculata,Mollusca
winter,1990,Mediterranean sea,Patella caerulea,Mollusca
winter,1990,Mediterranean sea,Chrysallida doliolum,Mollusca
winter,1990,Mediterranean sea,Haminoea hydatis,Mollusca
winter,1990,Mediterranean sea,Arca noae,Mollusca
winter,1990,Mediterranean sea,Arca noae,Mollusca
winter,1990,Mediterranean sea,Bittium latreillii,Mollusca
winter,1990,Mediterranean sea,Bittium latreillii,Mollusca
winter,1990,Mediterranean sea,Eatonina fulgida,Mollusca
winter,1990,Mediterranean sea,Eatonina fulgida,Mollusca
winter,1990,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1990,Mediterranean sea,Granulina clandestina,Mollusca
winter,1990,Mediterranean sea,Granulina clandestina,Mollusca
winter,1990,Mediterranean sea,Vermetus triquetrus,Mollusca
winter,1990,Mediterranean sea,Vermetus triquetrus,Mollusca
winter,1995,Mediterranean sea,Alvania lineata,Mollusca
winter,1995,Mediterranean sea,Pusillina philippi,Mollusca
winter,1995,Mediterranean sea,Rissoa ventricosa,Mollusca
winter,1995,Mediterranean sea,Ammonicera rota,Mollusca
winter,1995,Mediterranean sea,Phaxas pellucidus,Mollusca
winter,1995,Mediterranean sea,Striarca lactea,Mollusca
winter,1995,Mediterranean sea,Bittium lacteum,Mollusca
winter,1995,Mediterranean sea,Diodora graeca,Mollusca
winter,1995,Mediterranean sea,Emarginula octaviana,Mollusca
winter,1995,Mediterranean sea,Lepidopleurus cajetanus,Mollusca
winter,1995,Mediterranean sea,Musculus costulatus,Mollusca
winter,1995,Mediterranean sea,Mimachlamys varia,Mollusca
winter,1995,Mediterranean sea,Felimare tricolor,Mollusca
winter,1995,Mediterranean sea,Nassarius incrassatus,Mollusca
winter,1995,Mediterranean sea,Peltodoris atromaculata,Mollusca
winter,1995,Mediterranean sea,Pollia dorbignyi,Mollusca
winter,1995,Mediterranean sea,Kurtiella bidentata,Mollusca
winter,1995,Mediterranean sea,Vexillum savignyi,Mollusca
winter,1995,Mediterranean sea,Rissoa lia,Mollusca
winter,1995,Mediterranean sea,Tricolia pullus,Mollusca
winter,1995,Mediterranean sea,Modiolus barbatus,Mollusca
winter,1995,Mediterranean sea,Hiatella arctica,Mollusca
winter,1995,Mediterranean sea,Gibberula miliaria,Mollusca
winter,1995,Mediterranean sea,Pisania striata,Mollusca
winter,1995,Mediterranean sea,Cratena peregrina,Mollusca
winter,1995,Mediterranean sea,Epitonium clathrus,Mollusca
winter,1995,Mediterranean sea,Pusillina benzi,Mollusca
winter,1995,Mediterranean sea,Jujubinus exasperatus,Mollusca
winter,1995,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
winter,1995,Mediterranean sea,Volvarina mitrella,Mollusca
winter,1995,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,1995,Mediterranean sea,Buccinulum corneum,Mollusca
winter,1995,Mediterranean sea,Parvicardium minimum,Mollusca
winter,1995,Mediterranean sea,Flabellina lineata,Mollusca
winter,1995,Mediterranean sea,Tricolia speciosa,Mollusca
winter,1995,Mediterranean sea,Monophorus perversus,Mollusca
winter,1995,Mediterranean sea,Monophorus perversus,Mollusca
winter,1995,Mediterranean sea,Alvania cimex,Mollusca
winter,1995,Mediterranean sea,Alvania scabra,Mollusca
winter,1995,Mediterranean sea,Rissoa guerinii,Mollusca
winter,1995,Mediterranean sea,Lima lima,Mollusca
winter,1995,Mediterranean sea,Mangelia paciniana,Mollusca
winter,1995,Mediterranean sea,Coralliophila brevis,Mollusca
winter,1995,Mediterranean sea,Nodulus contortus,Mollusca
winter,1995,Mediterranean sea,Chauvetia brunnea,Mollusca
winter,1995,Mediterranean sea,Acanthochitona fascicularis,Mollusca
winter,1995,Mediterranean sea,Gibbula umbilicaris,Mollusca
winter,1995,Mediterranean sea,Ischnochiton rissoi,Mollusca
winter,1995,Mediterranean sea,Mangelia stosiciana,Mollusca
winter,1995,Mediterranean sea,Tectura virginea,Mollusca
winter,1995,Mediterranean sea,Rissoa similis,Mollusca
winter,1995,Mediterranean sea,Barbatia barbata,Mollusca
winter,1995,Mediterranean sea,Chauvetia affinis,Mollusca
winter,1995,Mediterranean sea,Krachia tiara,Mollusca
winter,1995,Mediterranean sea,Erosaria spurca,Mollusca
winter,1995,Mediterranean sea,Pusillina inconspicua,Mollusca
winter,1995,Mediterranean sea,Scissurella costata,Mollusca
winter,1995,Mediterranean sea,Weinkauffia turgidula,Mollusca
winter,1995,Mediterranean sea,Muricopsis cristata,Mollusca
winter,1995,Mediterranean sea,Columbella rustica,Mollusca
winter,1995,Mediterranean sea,Rocellaria dubia,Mollusca
winter,1995,Mediterranean sea,Naticarius stercusmuscarum,Mollusca
winter,1995,Mediterranean sea,Calliostoma conulus,Mollusca
winter,1995,Mediterranean sea,Conus mediterraneus,Mollusca
winter,1995,Mediterranean sea,Thylacodes arenarius,Mollusca
winter,1995,Mediterranean sea,Felimare picta,Mollusca
winter,1995,Mediterranean sea,Dizoniopsis bilineata,Mollusca
winter,1995,Mediterranean sea,Retusa truncatula,Mollusca
winter,1995,Mediterranean sea,Alvania discors,Mollusca
winter,1995,Mediterranean sea,Abra alba,Mollusca
winter,1995,Mediterranean sea,Danilia otaviana,Mollusca
winter,1995,Mediterranean sea,Jujubinus gravinae,Mollusca
winter,1995,Mediterranean sea,Anomia ephippium,Mollusca
winter,1995,Mediterranean sea,Asperarca nodulosa,Mollusca
winter,1995,Mediterranean sea,Caecum clarkii,Mollusca
winter,1995,Mediterranean sea,Caecum trachea,Mollusca
winter,1995,Mediterranean sea,Cerithium vulgatum,Mollusca
winter,1995,Mediterranean sea,Haliotis tuberculata,Mollusca
winter,1995,Mediterranean sea,Homalopoma sanguineum,Mollusca
winter,1995,Mediterranean sea,Clanculus cruciatus,Mollusca
winter,1995,Mediterranean sea,Alvania cancellata,Mollusca
winter,1995,Mediterranean sea,Rissoa violacea,Mollusca
winter,1995,Mediterranean sea,Gregariella petagnae,Mollusca
winter,1995,Mediterranean sea,Glans trapezia,Mollusca
winter,1995,Mediterranean sea,Mitrella scripta,Mollusca
winter,1995,Mediterranean sea,Smaragdia viridis,Mollusca
winter,1995,Mediterranean sea,Nassarius cuvierii,Mollusca
winter,1995,Mediterranean sea,Cuthona caerulea,Mollusca
winter,1995,Mediterranean sea,Cardita calyculata,Mollusca
winter,1995,Mediterranean sea,Hiatella rugosa,Mollusca
winter,1995,Mediterranean sea,Rissoa variabilis,Mollusca
winter,1995,Mediterranean sea,Spondylus gaederopus,Mollusca
winter,1995,Mediterranean sea,Megalomphalus azoneus,Mollusca
winter,1995,Mediterranean sea,Arca noae,Mollusca
winter,1995,Mediterranean sea,Bittium reticulatum,Mollusca
winter,1995,Mediterranean sea,Haminoea hydatis,Mollusca
winter,1995,Mediterranean sea,Bittium latreillii,Mollusca
winter,1995,Mediterranean sea,Ostrea edulis,Mollusca
winter,1995,Mediterranean sea,Chrysallida doliolum,Mollusca
winter,1995,Mediterranean sea,Rissoina bruguieri,Mollusca
winter,1995,Mediterranean sea,Vexillum ebenus,Mollusca
winter,1995,Mediterranean sea,Gibbula adansonii,Mollusca
winter,1995,Mediterranean sea,Lepidochitona cinerea,Mollusca
winter,1995,Mediterranean sea,Alvania mamillata,Mollusca
winter,1995,Mediterranean sea,Aplysia fasciata,Mollusca
winter,1995,Mediterranean sea,Chama gryphoides,Mollusca
winter,1995,Mediterranean sea,Pseudochama gryphina,Mollusca
winter,1995,Mediterranean sea,Ocinebrina aciculata,Mollusca
winter,1995,Mediterranean sea,Lithophaga lithophaga,Mollusca
winter,1995,Mediterranean sea,Trivia monacha,Mollusca
winter,1995,Mediterranean sea,Flexopecten hyalinus,Mollusca
winter,1995,Mediterranean sea,Chiton corallinus,Mollusca
winter,1995,Mediterranean sea,Raphitoma linearis,Mollusca
winter,1995,Mediterranean sea,Vexillum tricolor,Mollusca
winter,1995,Mediterranean sea,Pyrgiscus jeffreysii,Mollusca
winter,1996,Mediterranean sea,Hexaplex trunculus,Mollusca
winter,1996,Mediterranean sea,Buccinulum corneum,Mollusca
winter,1996,Mediterranean sea,Jujubinus exasperatus,Mollusca
winter,1996,Mediterranean sea,Haedropleura septangularis,Mollusca
winter,1996,Mediterranean sea,Clathromangelia quadrillum,Mollusca
winter,1996,Mediterranean sea,Cerithiopsis tubercularis,Mollusca
winter,1996,Mediterranean sea,Aplysia punctata,Mollusca
winter,1996,Mediterranean sea,Pisania striata,Mollusca
winter,1996,Mediterranean sea,Coralliophila meyendorffii,Mollusca
winter,1996,Mediterranean sea,Gibberula miliaria,Mollusca
winter,1996,Mediterranean sea,Hiatella arctica,Mollusca
winter,1996,Mediterranean sea,Alvania geryonia,Mollusca
winter,1996,Mediterranean sea,Alvania lanciae,Mollusca
winter,1996,Mediterranean sea,Ctena decussata,Mollusca
winter,1996,Mediterranean sea,Rissoa auriscalpium,Mollusca
winter,1996,Mediterranean sea,Rissoa lia,Mollusca
winter,1996,Mediterranean sea,Setia ambigua,Mollusca
winter,1996,Mediterranean sea,Vexillum savignyi,Mollusca
winter,1996,Mediterranean sea,Parvicardium exiguum,Mollusca
winter,1996,Mediterranean sea,Ammonicera fischeriana,Mollusca
winter,1996,Mediterranean sea,Clanculus jussieui,Mollusca
winter,1996,Mediterranean sea,Gibbula turbinoides,Mollusca
winter,1996,Mediterranean sea,Alvania lineata,Mollusca
winter,1996,Mediterranean sea,Pusillina philippi,Mollusca
winter,1996,Mediterranean sea,Setia antipolitana,Mollusca
winter,1996,Mediterranean sea,Sinezona cingulata,Mollusca
winter,1996,Mediterranean sea,Ammonicera rota,Mollusca
winter,1996,Mediterranean sea,Striarca lactea,Mollusca
winter,1996,Mediterranean sea,Mimachlamys varia,Mollusca
winter,1996,Mediterranean sea,Pollia dorbignyi,Mollusca
winter,1996,Mediterranean sea,Gibberula philippii,Mollusca
winter,1996,Mediterranean sea,Diodora graeca,Mollusca
winter,1996,Mediterranean sea,Lima exilis,Mollusca
winter,1996,Mediterranean sea,Cerithium lividulum,Mollusca
winter,1996,Mediterranean sea,Cerithiopsis barleei,Mollusca
winter,1996,Mediterranean sea,Musculus costulatus,Mollusca
winter,1996,Mediterranean sea,Vitreolina incurva,Mollusca
winter,1996,Mediterranean sea,Diodora gibberula,Mollusca
winter,1996,Mediterranean sea,Acanthochitona fascicularis,Mollusca
winter,1996,Mediterranean sea,Nodulus contortus,Mollusca
winter,1996,Mediterranean sea,Barleeia unifasciata,Mollusca
winter,1996,Mediterranean sea,Chauvetia brunnea,Mollusca
winter,1996,Mediterranean sea,Lima lima,Mollusca
winter,1996,Mediterranean sea,Lima hians,Mollusca
winter,1996,Mediterranean sea,Granulina marginata,Mollusca
winter,1996,Mediterranean sea,Ischnochiton rissoi,Mollusca
winter,1996,Mediterranean sea,Gibbula varia,Mollusca
winter,1996,Mediterranean sea,Monophorus perversus,Mollusca
winter,1996,Mediterranean sea,Alvania scabra,Mollusca
winter,1996,Mediterranean sea,Alvania tessellata,Mollusca
winter,1996,Mediterranean sea,Pusillina marginata,Mollusca
winter,1996,Mediterranean sea,Rissoa guerinii,Mollusca
winter,1996,Mediterranean sea,Parvicardium scriptum,Mollusca
winter,1996,Mediterranean sea,Tectura virginea,Mollusca
winter,1996,Mediterranean sea,Chiton olivaceus,Mollusca
winter,1996,Mediterranean sea,Fusinus pulchellus,Mollusca
winter,1996,Mediterranean sea,Colubraria reticulata,Mollusca
winter,1996,Mediterranean sea,Atys jeffreysi,Mollusca
winter,1996,Mediterranean sea,Chiton phaseolinus,Mollusca
winter,1996,Mediterranean sea,Tritonia lineata,Mollusca
winter,1996,Mediterranean sea,Dendropoma petraeum,Mollusca
winter,1996,Mediterranean sea,Scissurella costata,Mollusca
winter,1996,Mediterranean sea,Muricopsis cristata,Mollusca
winter,1996,Mediterranean sea,Tricolia tenuis,Mollusca
winter,1996,Mediterranean sea,Calliostoma conulus,Mollusca
winter,1996,Mediterranean sea,Calliostoma gualterianum,Mollusca
winter,1996,Mediterranean sea,Bolma rugosa,Mollusca
winter,1996,Mediterranean sea,Pisinna glabrata,Mollusca
winter,1996,Mediterranean sea,Cerithium rupestre,Mollusca
winter,1996,Mediterranean sea,Columbella rustica,Mollusca
winter,1996,Mediterranean sea,Phyllaplysia lafonti,Mollusca
winter,1996,Mediterranean sea,Ebala pointeli,Mollusca
winter,1996,Mediterranean sea,Callochiton septemvalvis,Mollusca
winter,1996,Mediterranean sea,Barbatia barbata,Mollusca
winter,1996,Mediterranean sea,Cerithiopsis minima,Mollusca
winter,1996,Mediterranean sea,Goniodoris castanea,Mollusca
winter,1996,Mediterranean sea,Omalogyra atomus,Mollusca
winter,1996,Mediterranean sea,Rissoa similis,Mollusca
winter,1996,Mediterranean sea,Monophorus thiriotae,Mollusca
winter,1996,Mediterranean sea,Trivia mediterranea,Mollusca
