seasoncollected,yearcollected,waterbody,country,stateprovince,county,recordnumber,fieldnumber,decimallongitude,startdecimallongitude,enddecimallongitude,decimallatitude,scientificname,rankname,kingdom,phylum,class,order,family,genus,subgenus,specificepithet
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Flexopecten hyalinus,Species,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Flexopecten,,hyalinus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Tellina tenuis,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macomangulus,,tenuis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Fulvia fragilis,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Fulvia,,fragilis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Antalis novemcostata,Species,Animalia,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Antalis,,novemcostata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Mitrella psilla,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,,psilla
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Mitrella psilla,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,,psilla
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Conus mediterraneus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,ventricosus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Conus mediterraneus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,ventricosus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Tellina planata,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Peronaea,,planata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Glycymeris nummaria,Species,Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,,nummaria
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Epitonium tenuicostatum,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,,tenuicostatum
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Spiralinella incerta,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Spiralina,,alpinoligustica
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Spiralinella incerta,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Spiralina,,alpinoligustica
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Acteon tornatilis,Species,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,,tornatilis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Circulus striatus,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vitrinellidae,Circulus,,striatus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Anomia ephippium,Species,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,,ephippium
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Anomia ephippium,Species,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,,ephippium
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Caecum trachea,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,trachea
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Caecum trachea,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,,trachea
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Fissurella nubecula,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,,nubecula
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Fissurella nubecula,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,,nubecula
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Scacchia oblonga,Species,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Scacchia,,oblonga
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Spisula subtruncata,Species,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,,subtruncata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Petricola lithophaga,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Petricola,,lithophaga
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Petricola lithophaga,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Petricola,,lithophaga
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pyrunculus hoernesii,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Pyrunculus,,hoernesi
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Pyrunculus hoernesii,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Pyrunculus,,hoernesi
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Retusa truncatula,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,,truncatula
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Retusa truncatula,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,,truncatula
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Alvania discors,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,discors
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Alvania discors,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,discors
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Abra alba,Species,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,,alba
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Abra alba,Species,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,,alba
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Irus irus,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Irus,,irus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Irus irus,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Irus,,irus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pitar rudis,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Pitar,,rudis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Venerupis geographica,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venerupis,,geographica
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Venerupis geographica,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venerupis,,geographica
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Hyala vitrea,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Iravadiidae,Hyala,,vitrea
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Smaragdia viridis,Species,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Smaragdia,,viridis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Fusinus syracusanus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Aptyxis,,syracusana
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Nassarius cuvierii,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,cuvierii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Nassarius cuvierii,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,cuvierii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Acanthochitona crinita,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,,crinita
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Acanthochitona crinita,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,,crinita
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Glans trapezia,Species,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Glans,,trapezia
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Mangelia unifasciata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Mangelia,,unifasciata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Gregariella petagnae,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Gregariella,,petagnae
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Gregariella petagnae,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Gregariella,,petagnae
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pharus legumen,Species,Animalia,Mollusca,Bivalvia,Adapedonta,Pharidae,Pharus,,legumen
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Philine catena,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,,catena
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Philine catena,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,,catena
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Parastrophia asturiana,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Parastrophia,,asturiana
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Parastrophia asturiana,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Parastrophia,,asturiana
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Acanthocardia paucicostata,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Acanthocardia,,paucicostata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Cardita calyculata,Species,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Cardita,,calyculata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Cardita calyculata,Species,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Cardita,,calyculata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Lentidium mediterraneum,Species,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Lentidium,,mediterraneum
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Elysia viridis,Species,Animalia,Mollusca,Gastropoda,,Plakobranchidae,Elysia,,viridis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Elysia viridis,Species,Animalia,Mollusca,Gastropoda,,Plakobranchidae,Elysia,,viridis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Eastonia rugosa,Species,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Eastonia,,rugosa
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Eastonia rugosa,Species,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Eastonia,,rugosa
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Odostomia kromi,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Odostomia,,kromi
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Odostomia kromi,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Odostomia,,kromi
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Alvania tenera,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,tenera
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Parthenina emaciata,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Parthenina,,emaciata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Parthenina emaciata,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Parthenina,,emaciata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pyrgiscus rufus,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Pyrgiscus,,rufus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Macoma cumana,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macomopsis,,cumana
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Thylaeodus rugulosus,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylaeodus,,rugulosus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Thylaeodus rugulosus,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylaeodus,,rugulosus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Echinolittorina punctata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina,,punctata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Echinolittorina punctata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina,,punctata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Melarhaphe neritoides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe,,neritoides
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Melarhaphe neritoides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Melarhaphe,,neritoides
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Mytilus galloprovincialis,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,galloprovincialis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Mytilus galloprovincialis,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,galloprovincialis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Odostomia lukisii,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Odostomia,,lukisii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Odostomia lukisii,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Odostomia,,lukisii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Pusillina inconspicua,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Pusillina,,inconspicua
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pusillina inconspicua,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Pusillina,,inconspicua
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Weinkauffia turgidula,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Weinkauffia,,turgidula
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Columbella rustica,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,rustica
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Columbella rustica,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,rustica
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pisinna glabrata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Anabathridae,Pisinna,,glabrata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Pisinna glabrata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Anabathridae,Pisinna,,glabrata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Tragula fenestrata,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Tragula,,fenestrata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Tragula fenestrata,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Tragula,,fenestrata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Naticarius stercusmuscarum,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Naticarius,,stercusmuscarum
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Nassarius unifasciatus,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,unifasciata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Tellina albicans,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Peronidia,,albicans
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Turritella communis,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,Turritellinella,,tricarinata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Retusa umbilicata,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,,umbilicata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Crepidula moulinsii,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,,moulinsii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Ebala pointeli,Species,Animalia,Mollusca,Gastropoda,,Murchisonellidae,Ebala,,pointeli
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Graphis albida,Species,Animalia,Mollusca,Gastropoda,,Cimidae,Graphis,,albida
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Graphis albida,Species,Animalia,Mollusca,Gastropoda,,Cimidae,Graphis,,albida
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Mangelia multilineolata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Mangelia,,multilineolata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Mangelia multilineolata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Mangelia,,multilineolata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Mangelia paciniana,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Mangelia,,paciniana
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Mangelia paciniana,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Mangelia,,paciniana
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Fustiaria rubescens,Species,Animalia,Mollusca,Scaphopoda,Dentaliida,Fustiariidae,Fustiaria,,rubescens
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Lucinella divaricata,Species,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinella,,divaricata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Mactra stultorum,Species,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Mactra,,stultorum
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Granulina marginata,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Granulinidae,Granulina,,marginata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Neverita josephinia,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,,josephinia
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Retusa minutissima,Species,Animalia,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,,minutissima
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Rissoa guerinii,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,guerinii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Rissoa guerinii,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,guerinii
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Tricolia speciosa,Species,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,,speciosa
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Tricolia speciosa,Species,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia,,speciosa
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Tellina fabula,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Fabulina,,fabula
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Parvicardium scriptum,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Parvicardium,,scriptum
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Parvicardium scriptum,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Parvicardium,,scriptum
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pollia scacchiana,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Aplus,,scacchianus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Gibbula umbilicaris,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,umbilicaris
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Gibbula umbilicaris,Species,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,,umbilicaris
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Ruditapes decussatus,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,,decussatus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Ruditapes decussatus,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,,decussatus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Acanthocardia tuberculata,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Acanthocardia,,tuberculata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Bela zenetouae,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Bela,,zenetouae
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Parthenina indistincta,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Parthenina,,indistincta
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Loripinus fragilis,Species,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Loripinus,,fragilis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Moerella distorta,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Moerella,,distorta
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Omalogyra atomus,Species,Animalia,Mollusca,Gastropoda,,Omalogyridae,Omalogyra,,atomus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Omalogyra atomus,Species,Animalia,Mollusca,Gastropoda,,Omalogyridae,Omalogyra,,atomus
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Pinctada imbricata radiata,Species,Animalia,Mollusca,Bivalvia,Ostreida,Margaritidae,Pinctada,,radiata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pinctada imbricata radiata,Species,Animalia,Mollusca,Bivalvia,Ostreida,Margaritidae,Pinctada,,radiata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Pusillina lineolata,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Pusillina,,lineolata
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Rissoa oblonga,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,membranacea
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Rissoa similis,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,similis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_1-2,10.31931,,,36.823325,Rissoa similis,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,similis
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Abra nitida,Species,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,,nitida
summer,1992,Mediterranean sea,,,,,Tunis town_2009-2010_3-15,10.31931,,,36.823325,Parthenina juliae,Species,Animalia,Mollusca,Gastropoda,,Pyramidellidae,Parthenina,,juliae
