seasoncollected,yearcollected,waterbody,decimallongitude,decimallatitude,scientificname,rankname,scientificnameaccepted,scientificnameauthorship,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,sea
summer,1994,Baltic Sea,17.61666667,58.81666667,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.61666667,58.81666667,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1994,Baltic Sea,17.61666667,58.81666667,Gammarus,Genus,Gammarus,"Fabricius, 1775",Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,,Baltic Sea
summer,1994,Baltic Sea,17.61666667,58.81666667,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Polychaeta,Class,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Macoma balthica,Species,Macoma balthica,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,balthica,Baltic Sea
summer,1994,Baltic Sea,17.625,58.805,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Macoma balthica,Species,Macoma balthica,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,balthica,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Foraminifera,Phylum,Foraminifera,"d'Orbigny, 1826",Chromista,Foraminifera,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Polychaeta,Class,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Acari,Subclass,Acari,"Leach, 1817",Animalia,Arthropoda,Arachnida,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,17.68333333,58.73833333,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Foraminifera,Phylum,Foraminifera,"d'Orbigny, 1826",Chromista,Foraminifera,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Macoma balthica,Species,Macoma balthica,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,balthica,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Cladocera,Superorder,Diplostraca,"Gerstaecker, 1866",Animalia,Arthropoda,Branchiopoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Harmothoe,Genus,Harmothoe,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Priapulida,Phylum,Priapulida,"Théel, 1906",Animalia,Priapulida,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Polychaeta,Class,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Pontoporeia femorata,Species,Pontoporeia femorata,"Krøyer, 1842",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,,femorata,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Halicryptus,Genus,Halicryptus,"von Siebold, 1849",Animalia,Priapulida,,Halicryptomorpha,Halicryptidae,Halicryptus,,,Baltic Sea
summer,1994,Baltic Sea,17.69,58.775,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Pontoporeia femorata,Species,Pontoporeia femorata,"Krøyer, 1842",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,,femorata,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,17.81666667,58.745,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Polychaeta,Class,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Pontoporeia femorata,Species,Pontoporeia femorata,"Krøyer, 1842",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,,femorata,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Ciliata,Genus,Ciliata,"Couch, 1832",Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Ciliata,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Harmothoe,Genus,Harmothoe,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,17.83166667,58.76166667,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Biota,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Biota,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Biota,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Biota,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Mysida,Order,Mysida,"Boas, 1883",Animalia,Arthropoda,Malacostraca,Mysida,,,,,Baltic Sea
summer,1995,Baltic Sea,18.00166667,61.565,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Ascidiacea,Class,Ascidiacea,"Blainville, 1824",Animalia,Chordata,Ascidiacea,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Acari,Subclass,Acari,"Leach, 1817",Animalia,Arthropoda,Arachnida,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,18.1,62.16666667,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Mysida,Order,Mysida,"Boas, 1883",Animalia,Arthropoda,Malacostraca,Mysida,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Biota,,,,,,,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1995,Baltic Sea,18.12166667,61.12833333,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Biota,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Turbellaria,,,,,,,,,,,,Baltic Sea
summer,1994,Baltic Sea,18.23333333,61.18333333,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Turbellaria,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Polychaeta,Class,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Acari,Subclass,Acari,"Leach, 1817",Animalia,Arthropoda,Arachnida,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Ciliata,Genus,Ciliata,"Couch, 1832",Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Ciliata,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
spring,1994,Baltic Sea,18.44666667,58.25166667,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Mysida,Order,Mysida,"Boas, 1883",Animalia,Arthropoda,Malacostraca,Mysida,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Oligochaeta,Subclass,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Harpacticoida,Order,Harpacticoida,"Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Turbellaria,,,,,,,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Biota,,,,,,,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Biota,,,,,,,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Biota,,,,,,,,,,,,Baltic Sea
spring,1995,Baltic Sea,18.945,61.24666667,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Bacillariophyceae,Class,Bacillariophyceae,"Haeckel, 1878",Chromista,Ochrophyta,Bacillariophyceae,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Macoma balthica,Species,Macoma balthica,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,balthica,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Cladocera,Superorder,Diplostraca,"Gerstaecker, 1866",Animalia,Arthropoda,Branchiopoda,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Pygospio,Genus,Pygospio,"Claparède, 1863",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Hydrobia,Genus,Hydrobia,"W. Hartmann, 1821",Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Copepoda,Class,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Copepoda,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Acari,Subclass,Acari,"Leach, 1817",Animalia,Arthropoda,Arachnida,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Halicryptus,Genus,Halicryptus,"von Siebold, 1849",Animalia,Priapulida,,Halicryptomorpha,Halicryptidae,Halicryptus,,,Baltic Sea
spring,1994,Baltic Sea,19.095,57.66166667,Nematoda,Phylum,Nematoda,,Animalia,Nematoda,,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Saduria entomon,Species,Saduria entomon,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,,entomon,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Macoma balthica,Species,Macoma balthica,"(Linnaeus, 1758)",Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,,balthica,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Mysida,Order,Mysida,"Boas, 1883",Animalia,Arthropoda,Malacostraca,Mysida,,,,,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Monoporeia affinis,Species,Monoporeia affinis,"(Lindström, 1855)",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Monoporeia,,affinis,Baltic Sea
spring,1994,Baltic Sea,19.67333333,63.34,Prostoma,Genus,Prostoma,"Dugès, 1828",Animalia,Nemertea,Hoplonemertea,Monostilifera,Prostomatidae,Prostoma,,,Baltic Sea
spring,1994,Baltic Sea,19.76,63.505,Ostracoda,Class,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.76,63.505,Biota,,,,,,,,,,,,Baltic Sea
spring,1994,Baltic Sea,19.76,63.505,Biota,,,,,,,,,,,,Baltic Sea
