seasoncollected,phylum,yearcollected
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
winter,Mollusca,2002
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
winter,Mollusca,2000
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
winter,Mollusca,1978
summer,,1992
