id,modified,datasetid,institutioncode,collectioncode,eventid,datecollected,seasoncollected,yearcollected,startyearcollected,endyearcollected,monthcollected,startmonthcollected,endmonthcollected,daycollected,startdaycollected,enddaycollected,timeofday,starttimeofday,endtimeofday,timezone,waterbody,country,stateprovince,county,recordnumber,fieldnumber,decimallongitude,startdecimallongitude,enddecimallongitude,decimallatitude,startdecimallatitude,enddecimallatitude,coordinateuncertaintyinmeters,georeferenceprotocol,minimumdepthinmeters,maximumdepthinmeters,occurrenceid,scientificname,scientificnameid,aphiaid,rankname,scientificnameaccepted,scientificnameauthorship,aphiaidaccepted,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,occurrenceremarks,basisofrecord,typestatus,catalognumber,references,recordedby,identifiedby,yearidentified,monthidentified,dayidentified,preparations,samplingeffort,samplingprotocol,qc,datageneralizations,eventremarks,locationremarks,associatedsequences,associatedmedia,organismid,geodeticdatum,dynamicproperties,identificationverificationstatus,identificationreferences,organismquantity,organismquantitytype,samplesizevalue,samplesizeunit,materialsampleid,taxonconceptid,"BedAbund (#/m^2)","BedWetWtBiom (g/m^2)"
44586613,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb13_0786,33.38,,,44.58,,,,,5,,"IBSS NASU_Benthic data from Sevastopol_57","Chamelea gallina",urn:lsid:marinespecies.org:taxname:141907,http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Species,"Chamelea gallina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chamelea,,gallina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_66",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,6.716
44586615,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_101","Glycera alba",urn:lsid:marinespecies.org:taxname:130116,http://marinespecies.org/aphia.php?p=taxdetails&id=130116,Species,"Glycera alba","(O.F. Müller, 1776)",http://marinespecies.org/aphia.php?p=taxdetails&id=130116,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,alba,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_114",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,56,0.836
44586617,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_71","Modiolus adriaticus",urn:lsid:marinespecies.org:taxname:140462,http://marinespecies.org/aphia.php?p=taxdetails&id=140462,Species,"Modiolus adriaticus","Lamarck, 1819",http://marinespecies.org/aphia.php?p=taxdetails&id=140462,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,,adriaticus,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_81",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,28,6.016
44586619,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_73","Moerella donacina",urn:lsid:marinespecies.org:taxname:147021,http://marinespecies.org/aphia.php?p=taxdetails&id=147021,Species,"Moerella donacina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=147021,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Moerella,,donacina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_83",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,1.44
44586621,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_178","Leptochelia savignyi",urn:lsid:marinespecies.org:taxname:136475,http://marinespecies.org/aphia.php?p=taxdetails&id=136475,Species,"Chondrochelia savignyi","(Kroyer, 1842)",http://marinespecies.org/aphia.php?p=taxdetails&id=880874,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Chondrochelia,,savignyi,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_201",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,32,0.44
44586623,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_84","Polititapes aureus",urn:lsid:marinespecies.org:taxname:246150,http://marinespecies.org/aphia.php?p=taxdetails&id=246150,Species,"Polititapes aureus","(Gmelin, 1791)",http://marinespecies.org/aphia.php?p=taxdetails&id=246150,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,,aureus,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_95",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,120,124.364
44586625,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_190","Actinothoe clavata",urn:lsid:marinespecies.org:taxname:146478,http://marinespecies.org/aphia.php?p=taxdetails&id=146478,Species,"Sagartiogeton undatus","(Müller, 1778)",http://marinespecies.org/aphia.php?p=taxdetails&id=101002,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Sagartiogeton,,undatus,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_214",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,0.888
44586627,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_58","Chamelea gallina",urn:lsid:marinespecies.org:taxname:141907,http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Species,"Chamelea gallina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chamelea,,gallina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_67",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,184,538.776
44586629,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_151","Syllis hyalina",urn:lsid:marinespecies.org:taxname:131436,http://marinespecies.org/aphia.php?p=taxdetails&id=131436,Species,"Syllis hyalina","Grube, 1863",http://marinespecies.org/aphia.php?p=taxdetails&id=131436,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,,hyalina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_172",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,116,0.088
44586631,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_149","Staurocephalus kefersteini",urn:lsid:marinespecies.org:taxname:155342,http://marinespecies.org/aphia.php?p=taxdetails&id=155342,Species,"Protodorvillea kefersteini","(McIntosh, 1869)",http://marinespecies.org/aphia.php?p=taxdetails&id=130041,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,Protodorvillea,,kefersteini,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_170",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,328,0.064
44586633,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_185","Synisoma capito",urn:lsid:marinespecies.org:taxname:119057,http://marinespecies.org/aphia.php?p=taxdetails&id=119057,Species,"Stenosoma capito","(Rathke, 1836)",http://marinespecies.org/aphia.php?p=taxdetails&id=474857,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Stenosoma,,capito,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_209",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,2
44586635,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_175","Iphinoe maeotica",urn:lsid:marinespecies.org:taxname:156142,http://marinespecies.org/aphia.php?p=taxdetails&id=156142,Species,"Iphinoe maeotica","Sowinskyi, 1893",http://marinespecies.org/aphia.php?p=taxdetails&id=156142,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Iphinoe,,maeotica,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_198",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,0.016
44586637,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_143","Prionospio cirrifera",urn:lsid:marinespecies.org:taxname:131153,http://marinespecies.org/aphia.php?p=taxdetails&id=131153,Species,"Prionospio cirrifera","Wirén, 1883",http://marinespecies.org/aphia.php?p=taxdetails&id=131153,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,cirrifera,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_163",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,60,0.088
44586639,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_134","Platynereis dumerilii",urn:lsid:marinespecies.org:taxname:130417,http://marinespecies.org/aphia.php?p=taxdetails&id=130417,Species,"Platynereis dumerilii","(Audouin & Milne Edwards, 1833)",http://marinespecies.org/aphia.php?p=taxdetails&id=130417,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,,dumerilii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_151",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,0.2
44586641,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_108","Harmothoe imbricata",urn:lsid:marinespecies.org:taxname:130769,http://marinespecies.org/aphia.php?p=taxdetails&id=130769,Species,"Harmothoe imbricata","(Linnaeus, 1767)",http://marinespecies.org/aphia.php?p=taxdetails&id=130769,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,imbricata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_122",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,32,0.344
44586643,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_32","Cerastoderma lamarcki",urn:lsid:marinespecies.org:taxname:146788,http://marinespecies.org/aphia.php?p=taxdetails&id=146788,Species,"Cerastoderma glaucum","(Bruguière, 1789)",http://marinespecies.org/aphia.php?p=taxdetails&id=138999,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,,glaucum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_57",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,3.712
44586645,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_136","Phyllodoce lineata",urn:lsid:marinespecies.org:taxname:334508,http://marinespecies.org/aphia.php?p=taxdetails&id=334508,Species,"Phyllodoce lineata","(Claparède, 1870)",http://marinespecies.org/aphia.php?p=taxdetails&id=334508,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,,lineata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_153",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,16,0.16
44586647,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_165","Diogenes pugilator",urn:lsid:marinespecies.org:taxname:107199,http://marinespecies.org/aphia.php?p=taxdetails&id=107199,Species,"Diogenes pugilator","(Roux, 1829)",http://marinespecies.org/aphia.php?p=taxdetails&id=107199,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Diogenes,,pugilator,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_187",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,348,49.992
44586649,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1986-07-01T00:00:00,summer,1986,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb14_0786,33.38,,,44.6,,,,,14,,"IBSS NASU_Benthic data from Sevastopol_186","Amphiura stepanovi",urn:lsid:marinespecies.org:taxname:125098,http://marinespecies.org/aphia.php?p=taxdetails&id=125098,Species,"Amphiura stepanovi","Djakonov, 1954",http://marinespecies.org/aphia.php?p=taxdetails&id=125098,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,,stepanovi,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_210",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",18116223,,,,,,,,,,,,,,,,,40,1.32
44586982,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_83","Polititapes aureus",urn:lsid:marinespecies.org:taxname:246150,http://marinespecies.org/aphia.php?p=taxdetails&id=246150,Species,"Polititapes aureus","(Gmelin, 1791)",http://marinespecies.org/aphia.php?p=taxdetails&id=246150,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,,aureus,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_94",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,208,186.84
44586984,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_120","Nephtys hombergii",urn:lsid:marinespecies.org:taxname:130359,http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Species,"Nephtys hombergii","Savigny in Lamarck, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=130359,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,hombergii,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_135",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,12,0.032
44586986,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_38","Chamelea gallina",urn:lsid:marinespecies.org:taxname:141907,http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Species,"Chamelea gallina","(Linnaeus, 1758)",http://marinespecies.org/aphia.php?p=taxdetails&id=141907,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Chamelea,,gallina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_64",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,296,173.32
44586988,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_174","Iphinoe maeotica",urn:lsid:marinespecies.org:taxname:156142,http://marinespecies.org/aphia.php?p=taxdetails&id=156142,Species,"Iphinoe maeotica","Sowinskyi, 1893",http://marinespecies.org/aphia.php?p=taxdetails&id=156142,Animalia,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Iphinoe,,maeotica,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_197",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,28,0.28
44586990,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_140","Polydora ciliata",urn:lsid:marinespecies.org:taxname:131141,http://marinespecies.org/aphia.php?p=taxdetails&id=131141,Species,"Polydora ciliata","(Johnston, 1838)",http://marinespecies.org/aphia.php?p=taxdetails&id=131141,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,,ciliata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_160",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,1500,16.88
44586992,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_22","Abra renieri",urn:lsid:marinespecies.org:taxname:181518,http://marinespecies.org/aphia.php?p=taxdetails&id=181518,Species,"Abra alba","(W. Wood, 1802)",http://marinespecies.org/aphia.php?p=taxdetails&id=141433,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Abra,,alba,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_46",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,124,11.6
44586994,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_96","Capitella capitata",urn:lsid:marinespecies.org:taxname:129876,http://marinespecies.org/aphia.php?p=taxdetails&id=129876,Species,"Capitella capitata","(Fabricius, 1780)",http://marinespecies.org/aphia.php?p=taxdetails&id=129876,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,capitata,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_108",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,1000,1.36
44586996,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_29","Cerastoderma lamarcki",urn:lsid:marinespecies.org:taxname:146788,http://marinespecies.org/aphia.php?p=taxdetails&id=146788,Species,"Cerastoderma glaucum","(Bruguière, 1789)",http://marinespecies.org/aphia.php?p=taxdetails&id=138999,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,,glaucum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_54",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,40,4.72
44586998,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_99","Exogone gemmifera",urn:lsid:marinespecies.org:taxname:155130,http://marinespecies.org/aphia.php?p=taxdetails&id=155130,Species,"Exogone naidina","Örsted, 1845",http://marinespecies.org/aphia.php?p=taxdetails&id=327985,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,naidina,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_112",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,652,0.84
44587000,2017-08-04T12:04:57.967,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2886,"IBSS NASU","Benthic data from Sevastopol",,1985-07-01T00:00:00,summer,1985,,,7,,,,,,,,,,"Europe, Atlantic ocean, Black Sea",Ukraine,"Crimea peninsula",Sevastopol,,BSUaSb11_0785,33.4,,,44.58,,,,,9,,"IBSS NASU_Benthic data from Sevastopol_45","Bittium reticulatum",urn:lsid:marinespecies.org:taxname:139054,http://marinespecies.org/aphia.php?p=taxdetails&id=139054,Species,"Bittium reticulatum","(da Costa, 1778)",http://marinespecies.org/aphia.php?p=taxdetails&id=139054,Animalia,Mollusca,Gastropoda,"[unassigned] Caenogastropoda",Cerithiidae,Bittium,,reticulatum,,,HumanObservation,,"IBSS NASU_Benthic data from Sevastopol_7",,,,,,,,"Sample area=0,25m2","Sampling instrument: Sieve size=1,0mm",17854303,,,,,,,,,,,,,,,,,12,0.092
